Mod:Item:MetaData, Localized Name
TGregworks:tGregToolPartToolRod:80, Kanthal Tool Rod
TGregworks:tGregToolPartToolRod:81, Magnalium Tool Rod
TGregworks:tGregToolPartToolRod:82, Nichrome Tool Rod
TGregworks:tGregToolPartToolRod:83, Pig Iron Tool Rod
TGregworks:tGregToolPartToolRod:84, Polyethylene Tool Rod
TGregworks:tGregToolPartToolRod:85, Epoxid Tool Rod
TGregworks:tGregToolPartToolRod:86, Polysiloxane Tool Rod
TGregworks:tGregToolPartToolRod:87, Polycaprolactam Tool Rod
TGregworks:tGregToolPartToolRod:88, Polytetrafluoroethylene Tool Rod
TGregworks:tGregToolPartToolRod:89, Rubber Tool Rod
TGregworks:tGregToolPartToolRod:90, Ruby Tool Rod
TGregworks:tGregToolPartToolRod:91, Sapphire Tool Rod
TGregworks:tGregToolPartToolRod:92, Stainless Steel Tool Rod
TGregworks:tGregToolPartToolRod:93, Steel Tool Rod
TGregworks:tGregToolPartToolRod:94, Tanzanite Tool Rod
TGregworks:tGregToolPartToolRod:95, Tin Alloy Tool Rod
TGregworks:tGregToolPartToolRod:96, Topaz Tool Rod
TGregworks:tGregToolPartToolRod:97, Ultimet Tool Rod
TGregworks:tGregToolPartToolRod:98, Wood Tool Rod
TGregworks:tGregToolPartToolRod:99, Wrought Iron Tool Rod
TGregworks:tGregToolPartToolRod:100, Sealed Wood Tool Rod
TGregworks:tGregToolPartToolRod:101, Ironwood Tool Rod
TGregworks:tGregToolPartToolRod:102, Olivine Tool Rod
TGregworks:tGregToolPartToolRod:103, Opal Tool Rod
TGregworks:tGregToolPartToolRod:104, Amethyst Tool Rod
TGregworks:tGregToolPartToolRod:105, Blaze Tool Rod
TGregworks:tGregToolPartToolRod:106, Shadowiron Tool Rod
TGregworks:tGregToolPartToolRod:107, Shadowsteel Tool Rod
TGregworks:tGregToolPartToolRod:108, Steeleaf Tool Rod
TGregworks:tGregToolPartToolRod:109, Knightmetal Tool Rod
TGregworks:tGregToolPartToolRod:110, Sterling Silver Tool Rod
TGregworks:tGregToolPartToolRod:111, Rose Gold Tool Rod
TGregworks:tGregToolPartToolRod:112, Black Bronze Tool Rod
TGregworks:tGregToolPartToolRod:113, Bismuth Bronze Tool Rod
TGregworks:tGregToolPartToolRod:114, Black Steel Tool Rod
TGregworks:tGregToolPartToolRod:115, Red Steel Tool Rod
TGregworks:tGregToolPartToolRod:116, Blue Steel Tool Rod
TGregworks:tGregToolPartToolRod:117, Damascus Steel Tool Rod
TGregworks:tGregToolPartToolRod:118, Tungstensteel Tool Rod
TGregworks:tGregToolPartToolRod:119, Astral Silver Tool Rod
TGregworks:tGregToolPartToolRod:120, Midasium Tool Rod
TGregworks:tGregToolPartToolRod:121, Mithril Tool Rod
TGregworks:tGregToolPartToolRod:122, Cobalt Brass Tool Rod
TGregworks:tGregToolPartToolRod:123, Red Garnet Tool Rod
TGregworks:tGregToolPartToolRod:124, Yellow Garnet Tool Rod
TGregworks:tGregToolPartToolRod:125, Thaumium Tool Rod
TGregworks:tGregToolPartToolRod:126, Black Granite Tool Rod
TGregworks:tGregToolPartToolRod:127, Red Granite Tool Rod
TGregworks:tGregToolPartToolRod:128, Magnetic Iron Tool Rod
TGregworks:tGregToolPartToolRod:129, Magnetic Steel Tool Rod
TGregworks:tGregToolPartToolRod:130, Magnetic Neodymium Tool Rod
TGregworks:tGregToolPartToolRod:131, Tungstencarbide Tool Rod
TGregworks:tGregToolPartToolRod:132, Vanadiumsteel Tool Rod
TGregworks:tGregToolPartToolRod:133, HSS-G Tool Rod
TGregworks:tGregToolPartToolRod:134, HSS-E Tool Rod
TGregworks:tGregToolPartToolRod:135, HSS-S Tool Rod
TGregworks:tGregToolPartToughRod:1, Aluminium Tough Tool Rod
TGregworks:tGregToolPartToughRod:2, Beryllium Tough Tool Rod
TGregworks:tGregToolPartToughRod:3, Bismuth Tough Tool Rod
TGregworks:tGregToolPartToughRod:4, Carbon Tough Tool Rod
TGregworks:tGregToolPartToughRod:5, Chrome Tough Tool Rod
TGregworks:tGregToolPartToughRod:6, Cobalt Tough Tool Rod
TGregworks:tGregToolPartToughRod:7, Gold Tough Tool Rod
TGregworks:tGregToolPartToughRod:8, Iridium Tough Tool Rod
TGregworks:tGregToolPartToughRod:9, Iron Tough Tool Rod
TGregworks:tGregToolPartToughRod:10, Lead Tough Tool Rod
TGregworks:tGregToolPartToughRod:11, Manganese Tough Tool Rod
TGregworks:tGregToolPartToughRod:12, Molybdenum Tough Tool Rod
TGregworks:tGregToolPartToughRod:13, Neodymium Tough Tool Rod
TGregworks:tGregToolPartToughRod:14, Neutronium Tough Tool Rod
TGregworks:tGregToolPartToughRod:15, Nickel Tough Tool Rod
TGregworks:tGregToolPartToughRod:16, Osmium Tough Tool Rod
TGregworks:tGregToolPartToughRod:17, Palladium Tough Tool Rod
TGregworks:tGregToolPartToughRod:18, Platinum Tough Tool Rod
TGregworks:tGregToolPartToughRod:19, Plutonium 244 Tough Tool Rod
TGregworks:tGregToolPartToughRod:20, Plutonium 241 Tough Tool Rod
TGregworks:tGregToolPartToughRod:21, Silver Tough Tool Rod
TGregworks:tGregToolPartToughRod:22, Thorium Tough Tool Rod
TGregworks:tGregToolPartToughRod:23, Titanium Tough Tool Rod
TGregworks:tGregToolPartToughRod:24, Tungsten Tough Tool Rod
TGregworks:tGregToolPartToughRod:25, Uranium 238 Tough Tool Rod
TGregworks:tGregToolPartToughRod:26, Uranium 235 Tough Tool Rod
TGregworks:tGregToolPartToughRod:27, Dark Steel Tough Tool Rod
TGregworks:tGregToolPartToughRod:28, Adamantium Tough Tool Rod
TGregworks:tGregToolPartToughRod:29, Amber Tough Tool Rod
TGregworks:tGregToolPartToughRod:30, Angmallen Tough Tool Rod
TGregworks:tGregToolPartToughRod:31, Atlarus Tough Tool Rod
TGregworks:tGregToolPartToughRod:32, Carmot Tough Tool Rod
TGregworks:tGregToolPartToughRod:33, Celenegil Tough Tool Rod
TGregworks:tGregToolPartToughRod:34, Certus Quartz Tough Tool Rod
TGregworks:tGregToolPartToughRod:35, Dark Iron Tough Tool Rod
TGregworks:tGregToolPartToughRod:36, Desh Tough Tool Rod
TGregworks:tGregToolPartToughRod:37, Duranium Tough Tool Rod
TGregworks:tGregToolPartToughRod:38, Fluxed Electrum Tough Tool Rod
TGregworks:tGregToolPartToughRod:39, Enderium Tough Tool Rod
TGregworks:tGregToolPartToughRod:40, Eximite Tough Tool Rod
TGregworks:tGregToolPartToughRod:41, Fiery Steel Tough Tool Rod
TGregworks:tGregToolPartToughRod:42, Graphite Tough Tool Rod
TGregworks:tGregToolPartToughRod:43, Graphene Tough Tool Rod
TGregworks:tGregToolPartToughRod:44, Haderoth Tough Tool Rod
TGregworks:tGregToolPartToughRod:45, Hepatizon Tough Tool Rod
TGregworks:tGregToolPartToughRod:46, Infuscolium Tough Tool Rod
TGregworks:tGregToolPartToughRod:47, Infused Gold Tough Tool Rod
TGregworks:tGregToolPartToughRod:48, Aer Tough Tool Rod
TGregworks:tGregToolPartToughRod:49, Ignis Tough Tool Rod
TGregworks:tGregToolPartToughRod:50, Terra Tough Tool Rod
TGregworks:tGregToolPartToughRod:51, Aqua Tough Tool Rod
TGregworks:tGregToolPartToughRod:52, Perditio Tough Tool Rod
TGregworks:tGregToolPartToughRod:53, Ordo Tough Tool Rod
TGregworks:tGregToolPartToughRod:54, Inolashite Tough Tool Rod
TGregworks:tGregToolPartToughRod:55, Meteoric Iron Tough Tool Rod
TGregworks:tGregToolPartToughRod:56, Meteoric Steel Tough Tool Rod
TGregworks:tGregToolPartToughRod:57, Naquadah Tough Tool Rod
TGregworks:tGregToolPartToughRod:58, Naquadah Alloy Tough Tool Rod
TGregworks:tGregToolPartToughRod:59, Enriched Naquadah Tough Tool Rod
TGregworks:tGregToolPartToughRod:60, Naquadria Tough Tool Rod
TGregworks:tGregToolPartToughRod:61, Nether Quartz Tough Tool Rod
TGregworks:tGregToolPartToughRod:62, Nether Star Tough Tool Rod
TGregworks:tGregToolPartToughRod:63, Orichalcum Tough Tool Rod
TGregworks:tGregToolPartToughRod:64, Oureclase Tough Tool Rod
TGregworks:tGregToolPartToughRod:65, Prometheum Tough Tool Rod
TGregworks:tGregToolPartToughRod:66, Tritanium Tough Tool Rod
TGregworks:tGregToolPartToughRod:67, Vulcanite Tough Tool Rod
TGregworks:tGregToolPartToughRod:68, Vyroxeres Tough Tool Rod
TGregworks:tGregToolPartToughRod:69, Stone Tough Tool Rod
TGregworks:tGregToolPartToughRod:70, Osmiridium Tough Tool Rod
TGregworks:tGregToolPartToughRod:71, Brass Tough Tool Rod
TGregworks:tGregToolPartToughRod:72, Bronze Tough Tool Rod
TGregworks:tGregToolPartToughRod:73, Cupronickel Tough Tool Rod
TGregworks:tGregToolPartToughRod:74, Deep Iron Tough Tool Rod
TGregworks:tGregToolPartToughRod:75, Diamond Tough Tool Rod
TGregworks:tGregToolPartToughRod:76, Electrum Tough Tool Rod
TGregworks:tGregToolPartToughRod:77, Emerald Tough Tool Rod
TGregworks:tGregToolPartToughRod:78, Green Sapphire Tough Tool Rod
TGregworks:tGregToolPartToughRod:79, Invar Tough Tool Rod
TGregworks:tGregToolPartToughRod:80, Kanthal Tough Tool Rod
TGregworks:tGregToolPartToughRod:81, Magnalium Tough Tool Rod
TGregworks:tGregToolPartToughRod:82, Nichrome Tough Tool Rod
TGregworks:tGregToolPartToughRod:83, Pig Iron Tough Tool Rod
TGregworks:tGregToolPartToughRod:84, Polyethylene Tough Tool Rod
TGregworks:tGregToolPartToughRod:85, Epoxid Tough Tool Rod
TGregworks:tGregToolPartToughRod:86, Polysiloxane Tough Tool Rod
TGregworks:tGregToolPartToughRod:87, Polycaprolactam Tough Tool Rod
TGregworks:tGregToolPartToughRod:88, Polytetrafluoroethylene Tough Tool Rod
TGregworks:tGregToolPartToughRod:89, Rubber Tough Tool Rod
TGregworks:tGregToolPartToughRod:90, Ruby Tough Tool Rod
TGregworks:tGregToolPartToughRod:91, Sapphire Tough Tool Rod
TGregworks:tGregToolPartToughRod:92, Stainless Steel Tough Tool Rod
TGregworks:tGregToolPartToughRod:93, Steel Tough Tool Rod
TGregworks:tGregToolPartToughRod:94, Tanzanite Tough Tool Rod
TGregworks:tGregToolPartToughRod:95, Tin Alloy Tough Tool Rod
TGregworks:tGregToolPartToughRod:96, Topaz Tough Tool Rod
TGregworks:tGregToolPartToughRod:97, Ultimet Tough Tool Rod
TGregworks:tGregToolPartToughRod:98, Wood Tough Tool Rod
TGregworks:tGregToolPartToughRod:99, Wrought Iron Tough Tool Rod
TGregworks:tGregToolPartToughRod:100, Sealed Wood Tough Tool Rod
TGregworks:tGregToolPartToughRod:101, Ironwood Tough Tool Rod
TGregworks:tGregToolPartToughRod:102, Olivine Tough Tool Rod
TGregworks:tGregToolPartToughRod:103, Opal Tough Tool Rod
TGregworks:tGregToolPartToughRod:104, Amethyst Tough Tool Rod
TGregworks:tGregToolPartToughRod:105, Blaze Tough Tool Rod
TGregworks:tGregToolPartToughRod:106, Shadowiron Tough Tool Rod
TGregworks:tGregToolPartToughRod:107, Shadowsteel Tough Tool Rod
TGregworks:tGregToolPartToughRod:108, Steeleaf Tough Tool Rod
TGregworks:tGregToolPartToughRod:109, Knightmetal Tough Tool Rod
TGregworks:tGregToolPartToughRod:110, Sterling Silver Tough Tool Rod
TGregworks:tGregToolPartToughRod:111, Rose Gold Tough Tool Rod
TGregworks:tGregToolPartToughRod:112, Black Bronze Tough Tool Rod
TGregworks:tGregToolPartToughRod:113, Bismuth Bronze Tough Tool Rod
TGregworks:tGregToolPartToughRod:114, Black Steel Tough Tool Rod
TGregworks:tGregToolPartToughRod:115, Red Steel Tough Tool Rod
TGregworks:tGregToolPartToughRod:116, Blue Steel Tough Tool Rod
TGregworks:tGregToolPartToughRod:117, Damascus Steel Tough Tool Rod
TGregworks:tGregToolPartToughRod:118, Tungstensteel Tough Tool Rod
TGregworks:tGregToolPartToughRod:119, Astral Silver Tough Tool Rod
TGregworks:tGregToolPartToughRod:120, Midasium Tough Tool Rod
TGregworks:tGregToolPartToughRod:121, Mithril Tough Tool Rod
TGregworks:tGregToolPartToughRod:122, Cobalt Brass Tough Tool Rod
TGregworks:tGregToolPartToughRod:123, Red Garnet Tough Tool Rod
TGregworks:tGregToolPartToughRod:124, Yellow Garnet Tough Tool Rod
TGregworks:tGregToolPartToughRod:125, Thaumium Tough Tool Rod
TGregworks:tGregToolPartToughRod:126, Black Granite Tough Tool Rod
TGregworks:tGregToolPartToughRod:127, Red Granite Tough Tool Rod
TGregworks:tGregToolPartToughRod:128, Magnetic Iron Tough Tool Rod
TGregworks:tGregToolPartToughRod:129, Magnetic Steel Tough Tool Rod
TGregworks:tGregToolPartToughRod:130, Magnetic Neodymium Tough Tool Rod
TGregworks:tGregToolPartToughRod:131, Tungstencarbide Tough Tool Rod
TGregworks:tGregToolPartToughRod:132, Vanadiumsteel Tough Tool Rod
TGregworks:tGregToolPartToughRod:133, HSS-G Tough Tool Rod
TGregworks:tGregToolPartToughRod:134, HSS-E Tough Tool Rod
TGregworks:tGregToolPartToughRod:135, HSS-S Tough Tool Rod
TGregworks:tGregToolPartLargePlate:1, Aluminium Large Plate
TGregworks:tGregToolPartLargePlate:2, Beryllium Large Plate
TGregworks:tGregToolPartLargePlate:3, Bismuth Large Plate
TGregworks:tGregToolPartLargePlate:4, Carbon Large Plate
TGregworks:tGregToolPartLargePlate:5, Chrome Large Plate
TGregworks:tGregToolPartLargePlate:6, Cobalt Large Plate
TGregworks:tGregToolPartLargePlate:7, Gold Large Plate
TGregworks:tGregToolPartLargePlate:8, Iridium Large Plate
TGregworks:tGregToolPartLargePlate:9, Iron Large Plate
TGregworks:tGregToolPartLargePlate:10, Lead Large Plate
TGregworks:tGregToolPartLargePlate:11, Manganese Large Plate
TGregworks:tGregToolPartLargePlate:12, Molybdenum Large Plate
TGregworks:tGregToolPartLargePlate:13, Neodymium Large Plate
TGregworks:tGregToolPartLargePlate:14, Neutronium Large Plate
TGregworks:tGregToolPartLargePlate:15, Nickel Large Plate
TGregworks:tGregToolPartLargePlate:16, Osmium Large Plate
TGregworks:tGregToolPartLargePlate:17, Palladium Large Plate
TGregworks:tGregToolPartLargePlate:18, Platinum Large Plate
TGregworks:tGregToolPartLargePlate:19, Plutonium 244 Large Plate
TGregworks:tGregToolPartLargePlate:20, Plutonium 241 Large Plate
TGregworks:tGregToolPartLargePlate:21, Silver Large Plate
TGregworks:tGregToolPartLargePlate:22, Thorium Large Plate
TGregworks:tGregToolPartLargePlate:23, Titanium Large Plate
TGregworks:tGregToolPartLargePlate:24, Tungsten Large Plate
TGregworks:tGregToolPartLargePlate:25, Uranium 238 Large Plate
TGregworks:tGregToolPartLargePlate:26, Uranium 235 Large Plate
TGregworks:tGregToolPartLargePlate:27, Dark Steel Large Plate
TGregworks:tGregToolPartLargePlate:28, Adamantium Large Plate
TGregworks:tGregToolPartLargePlate:29, Amber Large Plate
TGregworks:tGregToolPartLargePlate:30, Angmallen Large Plate
TGregworks:tGregToolPartLargePlate:31, Atlarus Large Plate
TGregworks:tGregToolPartLargePlate:32, Carmot Large Plate
TGregworks:tGregToolPartLargePlate:33, Celenegil Large Plate
TGregworks:tGregToolPartLargePlate:34, Certus Quartz Large Plate
TGregworks:tGregToolPartLargePlate:35, Dark Iron Large Plate
TGregworks:tGregToolPartLargePlate:36, Desh Large Plate
TGregworks:tGregToolPartLargePlate:37, Duranium Large Plate
TGregworks:tGregToolPartLargePlate:38, Fluxed Electrum Large Plate
TGregworks:tGregToolPartLargePlate:39, Enderium Large Plate
TGregworks:tGregToolPartLargePlate:40, Eximite Large Plate
TGregworks:tGregToolPartLargePlate:41, Fiery Steel Large Plate
TGregworks:tGregToolPartLargePlate:42, Graphite Large Plate
TGregworks:tGregToolPartLargePlate:43, Graphene Large Plate
TGregworks:tGregToolPartLargePlate:44, Haderoth Large Plate
TGregworks:tGregToolPartLargePlate:45, Hepatizon Large Plate
TGregworks:tGregToolPartLargePlate:46, Infuscolium Large Plate
TGregworks:tGregToolPartLargePlate:47, Infused Gold Large Plate
TGregworks:tGregToolPartLargePlate:48, Aer Large Plate
TGregworks:tGregToolPartLargePlate:49, Ignis Large Plate
TGregworks:tGregToolPartLargePlate:50, Terra Large Plate
TGregworks:tGregToolPartLargePlate:51, Aqua Large Plate
TGregworks:tGregToolPartLargePlate:52, Perditio Large Plate
TGregworks:tGregToolPartLargePlate:53, Ordo Large Plate
TGregworks:tGregToolPartLargePlate:54, Inolashite Large Plate
TGregworks:tGregToolPartLargePlate:55, Meteoric Iron Large Plate
TGregworks:tGregToolPartLargePlate:56, Meteoric Steel Large Plate
TGregworks:tGregToolPartLargePlate:57, Naquadah Large Plate
TGregworks:tGregToolPartLargePlate:58, Naquadah Alloy Large Plate
TGregworks:tGregToolPartLargePlate:59, Enriched Naquadah Large Plate
TGregworks:tGregToolPartLargePlate:60, Naquadria Large Plate
TGregworks:tGregToolPartLargePlate:61, Nether Quartz Large Plate
TGregworks:tGregToolPartLargePlate:62, Nether Star Large Plate
TGregworks:tGregToolPartLargePlate:63, Orichalcum Large Plate
TGregworks:tGregToolPartLargePlate:64, Oureclase Large Plate
TGregworks:tGregToolPartLargePlate:65, Prometheum Large Plate
TGregworks:tGregToolPartLargePlate:66, Tritanium Large Plate
TGregworks:tGregToolPartLargePlate:67, Vulcanite Large Plate
TGregworks:tGregToolPartLargePlate:68, Vyroxeres Large Plate
TGregworks:tGregToolPartLargePlate:69, Stone Large Plate
TGregworks:tGregToolPartLargePlate:70, Osmiridium Large Plate
TGregworks:tGregToolPartLargePlate:71, Brass Large Plate
TGregworks:tGregToolPartLargePlate:72, Bronze Large Plate
TGregworks:tGregToolPartLargePlate:73, Cupronickel Large Plate
TGregworks:tGregToolPartLargePlate:74, Deep Iron Large Plate
TGregworks:tGregToolPartLargePlate:75, Diamond Large Plate
TGregworks:tGregToolPartLargePlate:76, Electrum Large Plate
TGregworks:tGregToolPartLargePlate:77, Emerald Large Plate
TGregworks:tGregToolPartLargePlate:78, Green Sapphire Large Plate
TGregworks:tGregToolPartLargePlate:79, Invar Large Plate
TGregworks:tGregToolPartLargePlate:80, Kanthal Large Plate
TGregworks:tGregToolPartLargePlate:81, Magnalium Large Plate
TGregworks:tGregToolPartLargePlate:82, Nichrome Large Plate
TGregworks:tGregToolPartLargePlate:83, Pig Iron Large Plate
TGregworks:tGregToolPartLargePlate:84, Polyethylene Large Plate
TGregworks:tGregToolPartLargePlate:85, Epoxid Large Plate
TGregworks:tGregToolPartLargePlate:86, Polysiloxane Large Plate
TGregworks:tGregToolPartLargePlate:87, Polycaprolactam Large Plate
TGregworks:tGregToolPartLargePlate:88, Polytetrafluoroethylene Large Plate
TGregworks:tGregToolPartLargePlate:89, Rubber Large Plate
TGregworks:tGregToolPartLargePlate:90, Ruby Large Plate
TGregworks:tGregToolPartLargePlate:91, Sapphire Large Plate
TGregworks:tGregToolPartLargePlate:92, Stainless Steel Large Plate
TGregworks:tGregToolPartLargePlate:93, Steel Large Plate
TGregworks:tGregToolPartLargePlate:94, Tanzanite Large Plate
TGregworks:tGregToolPartLargePlate:95, Tin Alloy Large Plate
TGregworks:tGregToolPartLargePlate:96, Topaz Large Plate
TGregworks:tGregToolPartLargePlate:97, Ultimet Large Plate
TGregworks:tGregToolPartLargePlate:98, Wood Large Plate
TGregworks:tGregToolPartLargePlate:99, Wrought Iron Large Plate
TGregworks:tGregToolPartLargePlate:100, Sealed Wood Large Plate
TGregworks:tGregToolPartLargePlate:101, Ironwood Large Plate
TGregworks:tGregToolPartLargePlate:102, Olivine Large Plate
TGregworks:tGregToolPartLargePlate:103, Opal Large Plate
TGregworks:tGregToolPartLargePlate:104, Amethyst Large Plate
TGregworks:tGregToolPartLargePlate:105, Blaze Large Plate
TGregworks:tGregToolPartLargePlate:106, Shadowiron Large Plate
TGregworks:tGregToolPartLargePlate:107, Shadowsteel Large Plate
TGregworks:tGregToolPartLargePlate:108, Steeleaf Large Plate
TGregworks:tGregToolPartLargePlate:109, Knightmetal Large Plate
TGregworks:tGregToolPartLargePlate:110, Sterling Silver Large Plate
TGregworks:tGregToolPartLargePlate:111, Rose Gold Large Plate
TGregworks:tGregToolPartLargePlate:112, Black Bronze Large Plate
TGregworks:tGregToolPartLargePlate:113, Bismuth Bronze Large Plate
TGregworks:tGregToolPartLargePlate:114, Black Steel Large Plate
TGregworks:tGregToolPartLargePlate:115, Red Steel Large Plate
TGregworks:tGregToolPartLargePlate:116, Blue Steel Large Plate
TGregworks:tGregToolPartLargePlate:117, Damascus Steel Large Plate
TGregworks:tGregToolPartLargePlate:118, Tungstensteel Large Plate
TGregworks:tGregToolPartLargePlate:119, Astral Silver Large Plate
TGregworks:tGregToolPartLargePlate:120, Midasium Large Plate
TGregworks:tGregToolPartLargePlate:121, Mithril Large Plate
TGregworks:tGregToolPartLargePlate:122, Cobalt Brass Large Plate
TGregworks:tGregToolPartLargePlate:123, Red Garnet Large Plate
TGregworks:tGregToolPartLargePlate:124, Yellow Garnet Large Plate
TGregworks:tGregToolPartLargePlate:125, Thaumium Large Plate
TGregworks:tGregToolPartLargePlate:126, Black Granite Large Plate
TGregworks:tGregToolPartLargePlate:127, Red Granite Large Plate
TGregworks:tGregToolPartLargePlate:128, Magnetic Iron Large Plate
TGregworks:tGregToolPartLargePlate:129, Magnetic Steel Large Plate
TGregworks:tGregToolPartLargePlate:130, Magnetic Neodymium Large Plate
TGregworks:tGregToolPartLargePlate:131, Tungstencarbide Large Plate
TGregworks:tGregToolPartLargePlate:132, Vanadiumsteel Large Plate
TGregworks:tGregToolPartLargePlate:133, HSS-G Large Plate
TGregworks:tGregToolPartLargePlate:134, HSS-E Large Plate
TGregworks:tGregToolPartLargePlate:135, HSS-S Large Plate
TGregworks:tGregToolPartSwordBlade:1, Aluminium Sword Blade
TGregworks:tGregToolPartSwordBlade:2, Beryllium Sword Blade
TGregworks:tGregToolPartSwordBlade:3, Bismuth Sword Blade
TGregworks:tGregToolPartSwordBlade:4, Carbon Sword Blade
TGregworks:tGregToolPartSwordBlade:5, Chrome Sword Blade
TGregworks:tGregToolPartSwordBlade:6, Cobalt Sword Blade
TGregworks:tGregToolPartSwordBlade:7, Gold Sword Blade
TGregworks:tGregToolPartSwordBlade:8, Iridium Sword Blade
TGregworks:tGregToolPartSwordBlade:9, Iron Sword Blade
TGregworks:tGregToolPartSwordBlade:10, Lead Sword Blade
TGregworks:tGregToolPartSwordBlade:11, Manganese Sword Blade
TGregworks:tGregToolPartSwordBlade:12, Molybdenum Sword Blade
TGregworks:tGregToolPartSwordBlade:13, Neodymium Sword Blade
TGregworks:tGregToolPartSwordBlade:14, Neutronium Sword Blade
TGregworks:tGregToolPartSwordBlade:15, Nickel Sword Blade
TGregworks:tGregToolPartSwordBlade:16, Osmium Sword Blade
TGregworks:tGregToolPartSwordBlade:17, Palladium Sword Blade
TGregworks:tGregToolPartSwordBlade:18, Platinum Sword Blade
TGregworks:tGregToolPartSwordBlade:19, Plutonium 244 Sword Blade
TGregworks:tGregToolPartSwordBlade:20, Plutonium 241 Sword Blade
TGregworks:tGregToolPartSwordBlade:21, Silver Sword Blade
TGregworks:tGregToolPartSwordBlade:22, Thorium Sword Blade
TGregworks:tGregToolPartSwordBlade:23, Titanium Sword Blade
TGregworks:tGregToolPartSwordBlade:24, Tungsten Sword Blade
TGregworks:tGregToolPartSwordBlade:25, Uranium 238 Sword Blade
TGregworks:tGregToolPartSwordBlade:26, Uranium 235 Sword Blade
TGregworks:tGregToolPartSwordBlade:27, Dark Steel Sword Blade
TGregworks:tGregToolPartSwordBlade:28, Adamantium Sword Blade
TGregworks:tGregToolPartSwordBlade:29, Amber Sword Blade
TGregworks:tGregToolPartSwordBlade:30, Angmallen Sword Blade
TGregworks:tGregToolPartSwordBlade:31, Atlarus Sword Blade
TGregworks:tGregToolPartSwordBlade:32, Carmot Sword Blade
TGregworks:tGregToolPartSwordBlade:33, Celenegil Sword Blade
TGregworks:tGregToolPartSwordBlade:34, Certus Quartz Sword Blade
TGregworks:tGregToolPartSwordBlade:35, Dark Iron Sword Blade
TGregworks:tGregToolPartSwordBlade:36, Desh Sword Blade
TGregworks:tGregToolPartSwordBlade:37, Duranium Sword Blade
TGregworks:tGregToolPartSwordBlade:38, Fluxed Electrum Sword Blade
TGregworks:tGregToolPartSwordBlade:39, Enderium Sword Blade
TGregworks:tGregToolPartSwordBlade:40, Eximite Sword Blade
TGregworks:tGregToolPartSwordBlade:41, Fiery Steel Sword Blade
TGregworks:tGregToolPartSwordBlade:42, Graphite Sword Blade
TGregworks:tGregToolPartSwordBlade:43, Graphene Sword Blade
TGregworks:tGregToolPartSwordBlade:44, Haderoth Sword Blade
TGregworks:tGregToolPartSwordBlade:45, Hepatizon Sword Blade
TGregworks:tGregToolPartSwordBlade:46, Infuscolium Sword Blade
TGregworks:tGregToolPartSwordBlade:47, Infused Gold Sword Blade
TGregworks:tGregToolPartSwordBlade:48, Aer Sword Blade
TGregworks:tGregToolPartSwordBlade:49, Ignis Sword Blade
TGregworks:tGregToolPartSwordBlade:50, Terra Sword Blade
TGregworks:tGregToolPartSwordBlade:51, Aqua Sword Blade
TGregworks:tGregToolPartSwordBlade:52, Perditio Sword Blade
TGregworks:tGregToolPartSwordBlade:53, Ordo Sword Blade
TGregworks:tGregToolPartSwordBlade:54, Inolashite Sword Blade
TGregworks:tGregToolPartSwordBlade:55, Meteoric Iron Sword Blade
TGregworks:tGregToolPartSwordBlade:56, Meteoric Steel Sword Blade
TGregworks:tGregToolPartSwordBlade:57, Naquadah Sword Blade
TGregworks:tGregToolPartSwordBlade:58, Naquadah Alloy Sword Blade
TGregworks:tGregToolPartSwordBlade:59, Enriched Naquadah Sword Blade
TGregworks:tGregToolPartSwordBlade:60, Naquadria Sword Blade
TGregworks:tGregToolPartSwordBlade:61, Nether Quartz Sword Blade
TGregworks:tGregToolPartSwordBlade:62, Nether Star Sword Blade
TGregworks:tGregToolPartSwordBlade:63, Orichalcum Sword Blade
TGregworks:tGregToolPartSwordBlade:64, Oureclase Sword Blade
TGregworks:tGregToolPartSwordBlade:65, Prometheum Sword Blade
TGregworks:tGregToolPartSwordBlade:66, Tritanium Sword Blade
TGregworks:tGregToolPartSwordBlade:67, Vulcanite Sword Blade
TGregworks:tGregToolPartSwordBlade:68, Vyroxeres Sword Blade
TGregworks:tGregToolPartSwordBlade:69, Stone Sword Blade
TGregworks:tGregToolPartSwordBlade:70, Osmiridium Sword Blade
TGregworks:tGregToolPartSwordBlade:71, Brass Sword Blade
TGregworks:tGregToolPartSwordBlade:72, Bronze Sword Blade
TGregworks:tGregToolPartSwordBlade:73, Cupronickel Sword Blade
TGregworks:tGregToolPartSwordBlade:74, Deep Iron Sword Blade
TGregworks:tGregToolPartSwordBlade:75, Diamond Sword Blade
TGregworks:tGregToolPartSwordBlade:76, Electrum Sword Blade
TGregworks:tGregToolPartSwordBlade:77, Emerald Sword Blade
TGregworks:tGregToolPartSwordBlade:78, Green Sapphire Sword Blade
TGregworks:tGregToolPartSwordBlade:79, Invar Sword Blade
TGregworks:tGregToolPartSwordBlade:80, Kanthal Sword Blade
TGregworks:tGregToolPartSwordBlade:81, Magnalium Sword Blade
TGregworks:tGregToolPartSwordBlade:82, Nichrome Sword Blade
TGregworks:tGregToolPartSwordBlade:83, Pig Iron Sword Blade
TGregworks:tGregToolPartSwordBlade:84, Polyethylene Sword Blade
TGregworks:tGregToolPartSwordBlade:85, Epoxid Sword Blade
TGregworks:tGregToolPartSwordBlade:86, Polysiloxane Sword Blade
TGregworks:tGregToolPartSwordBlade:87, Polycaprolactam Sword Blade
